TEMPERATURA,UMIDADE,PRESSÃO RELATIVA,PRESSÃO ABSOLUTA,LUMINOSIDADE,TIMER,RSSI INTERNET_NODO,NODE_NETWORK_INFO,GATEWAY_NETWORK_INFO,RSSI INTERNET_GATEWAY,timestamp
15.2,79,1014.6,1017.85,798,2160,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:18:42
15.2,79,1014.6,1017.86,800,9558,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:18:59
15.2,79,1014.6,1017.86,800,9558,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:19:16
15.2,79,1014.63,1017.88,802,2102,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:19:33
15.2,79,1014.63,1017.88,802,2102,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:19:50
15.2,79,1014.65,1017.91,802,2103,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:20:07
15.2,79,1014.65,1017.91,802,2103,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:20:24
14.9,79,1014.55,1017.8,804,2121,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:20:40
14.9,79,1014.55,1017.8,804,2121,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:20:57
15.2,79,1014.65,1017.9,811,2130,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:21:14
15.2,79,1014.65,1017.9,811,2130,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:21:31
15.2,79,1014.58,1017.83,807,2122,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:21:49
15.2,79,1014.58,1017.83,807,2122,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:22:05
15.1,79,1014.68,1017.93,802,2140,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:22:22
15.1,79,1014.68,1017.93,802,2140,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:22:37
15.1,79,1014.68,1017.92,800,9549,100,"100%, ch4 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:22:54
14.8,79,1014.67,1017.92,800,9549,100,"100%, ch4 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:23:11
14.8,79,1014.67,1017.93,808,2102,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:23:27
14.8,79,1014.67,1017.93,808,2102,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:23:44
14.8,79,1014.67,1017.95,802,2102,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:24:00
14.8,79,1014.7,1017.95,802,2102,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:24:16
14.8,79,1014.7,1017.95,802,2102,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:24:32
14.8,79,1014.67,1017.92,802,2144,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:24:49
14.8,79,1014.67,1017.92,802,2144,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:25:07
14.9,79,1014.71,1017.97,802,2153,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:25:23
14.9,79,1014.71,1017.97,802,2153,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:25:39
15.2,79,1014.63,1017.88,806,2133,100,"100%, ch1 / 100%, ch4","100%, ch1 / 100%, ch4",100,2024-07-11 02:25:56
14.8,76,1014.98,1018.23,70,2138,70,"70%, ch1 / 70%, ch4","78%, ch1 / 100%, ch4",100,2024-07-11 02:52:30
14.8,76,1014.98,1018.23,70,2138,70,"70%, ch1 / 70%, ch4","78%, ch1 / 100%, ch4",100,2024-07-11 02:52:45
14.8,76,1014.98,1018.23,70,2138,70,"70%, ch1 / 70%, ch4","78%, ch1 / 100%, ch4",100,2024-07-11 02:53:02
14.8,76,1014.98,1018.23,70,2138,70,"70%, ch1 / 70%, ch4","78%, ch1 / 100%, ch4",100,2024-07-11 02:53:18
14.8,76,1014.98,1018.23,70,2138,70,"70%, ch1 / 70%, ch4","78%, ch1 / 100%, ch4",100,2024-07-11 02:53:35
14.8,76,1014.98,1018.23,70,2138,70,"70%, ch1 / 70%, ch4","78%, ch1 / 100%, ch4",100,2024-07-11 02:53:52
14.8,76,1014.98,1018.23,70,2138,70,"70%, ch1 / 70%, ch4","78%, ch1 / 100%, ch4",100,2024-07-11 02:54:08
14.8,76,1014.98,1018.23,70,2138,70,"70%, ch1 / 70%, ch4","78%, ch1 / 100%, ch4",100,2024-07-11 02:54:25
15.2,75,1014.98,1018.23,50,2142,70,"70%, ch1 / 70%, ch4","78%, ch1 / 100%, ch4",100,2024-07-11 02:54:42
15.2,75,1014.98,1018.23,50,2142,70,"70%, ch1 / 70%, ch4","78%, ch1 / 100%, ch4",100,2024-07-11 02:55:00
15.2,75,1014.97,1018.22,50,9521,68,"68%, ch1 / 68%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 02:55:17
15.2,75,1014.97,1018.22,50,9521,68,"68%, ch1 / 68%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 02:55:33
15.2,75,1014.97,1018.22,50,9521,68,"68%, ch1 / 68%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 02:55:49
15.2,75,1014.97,1018.22,50,9521,68,"68%, ch1 / 68%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 02:56:06
15,76,1015,1018.25,51,4231,74,"66%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 02:56:23
15,76,1015,1018.25,51,4231,74,"66%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 02:56:40
15.2,76,1015.08,1018.33,51,9499,70,"64%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 02:56:57
15.2,76,1015.08,1018.33,51,9499,70,"64%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 02:57:14
15.2,76,1015,1018.25,51,2139,70,"64%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 02:57:31
15.2,76,1015,1018.25,51,2139,70,"64%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 02:57:47
14.9,75,1015.02,1018.28,51,9524,70,"64%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 02:58:04
14.9,75,1015.02,1018.28,51,9524,70,"64%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 02:58:21
14.9,75,1015.02,1018.28,51,9524,70,"64%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 02:58:38
14.8,75,1015.1,1018.36,52,2132,70,"64%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 02:58:54
14.8,75,1015.1,1018.36,52,2132,70,"64%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 02:59:11
14.8,75,1015.1,1018.36,52,2132,70,"64%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 02:59:28
14.8,75,1015.1,1018.36,52,2132,70,"64%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 02:59:45
14.8,75,1015.11,1018.37,52,3844,72,"68%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:00:03
14.8,75,1015.11,1018.37,52,3844,72,"68%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:00:19
14.8,75,1015.09,1018.34,53,2133,72,"68%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:00:35
14.8,75,1015.09,1018.34,53,2133,72,"68%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:00:52
14.8,75,1015.19,1018.44,50,2097,68,"68%, ch1 / 68%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:01:08
14.8,75,1015.19,1018.44,50,2097,68,"68%, ch1 / 68%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:01:30
14.8,75,1015.07,1018.33,37,2100,72,"70%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:01:48
14.8,75,1015.07,1018.33,37,2100,72,"70%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:02:04
14.8,75,1015.09,1018.35,54,2089,74,"66%, ch1 / 74%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:02:22
14.8,75,1015.09,1018.35,54,2089,74,"66%, ch1 / 74%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:02:39
14.8,75,1015.09,1018.35,54,2089,74,"66%, ch1 / 74%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:02:55
14.8,75,1015.16,1018.42,50,3121,60,"68%, ch1 / 60%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:03:11
14.8,75,1015.16,1018.42,50,3121,60,"68%, ch1 / 60%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:03:28
14.8,75,1015.16,1018.42,50,3121,60,"68%, ch1 / 60%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:03:45
14.8,75,1015.09,1018.34,51,8380,72,"68%, ch1 / 72%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:04:01
14.8,75,1015.09,1018.34,51,8380,72,"68%, ch1 / 72%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:04:17
14.8,75,1015.15,1018.41,50,24,72,"68%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:04:34
14.8,75,1015.15,1018.41,50,24,72,"68%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:04:51
14.8,75,1015.15,1018.41,50,24,72,"68%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:05:08
14.8,75,1015.14,1018.4,50,2152,72,"68%, ch1 / 72%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:05:25
14.8,75,1015.14,1018.4,50,2152,72,"68%, ch1 / 72%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:05:41
14.8,75,1015.15,1018.4,50,2148,72,"68%, ch1 / 72%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:05:57
14.8,75,1015.15,1018.4,50,2148,72,"68%, ch1 / 72%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:06:14
14.8,75,1015.11,1018.36,52,9539,72,"66%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:06:30
14.8,75,1015.11,1018.36,52,9539,72,"66%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:06:46
14.8,75,1015.17,1018.43,51,2102,70,"70%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:07:02
14.8,75,1015.17,1018.43,51,2102,70,"70%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:07:19
14.8,75,1015.19,1018.45,51,2120,70,"66%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:07:35
14.8,75,1015.19,1018.45,51,2120,70,"66%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:07:52
14.8,75,1015.19,1018.45,51,2120,70,"66%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:08:08
14.8,75,1015.13,1018.38,51,8658,70,"66%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:08:25
14.8,75,1015.13,1018.38,51,8658,70,"66%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:08:42
14.8,75,1015.13,1018.38,51,8658,70,"66%, ch1 / 74%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:08:59
14.8,75,1015.17,1018.43,50,2101,74,"66%, ch1 / 74%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:09:16
14.8,75,1015.17,1018.43,50,2101,74,"66%, ch1 / 74%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:09:33
14.8,75,1015.15,1018.41,51,9557,74,"70%, ch4 / 74%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:09:50
14.8,75,1015.15,1018.41,51,9557,74,"70%, ch4 / 74%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:10:06
14.8,75,1015.2,1018.45,51,2111,52,"66%, ch1 / 52%, ch4","66%, ch1 / 100%, ch4",100,2024-07-11 03:10:23
14.8,75,1015.2,1018.45,51,2111,52,"66%, ch1 / 52%, ch4","66%, ch1 / 100%, ch4",100,2024-07-11 03:10:40
14.8,75,1015.18,1018.44,51,2102,70,"68%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:10:56
14.8,75,1015.18,1018.44,51,2102,70,"68%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:11:13
14.8,75,1015.2,1018.46,50,2112,72,"70%, ch1 / 72%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:11:30
14.8,75,1015.2,1018.46,50,2112,72,"70%, ch1 / 72%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:11:47
14.8,75,1015.19,1018.45,51,9572,72,"70%, ch1 / 72%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:12:04
14.8,75,1015.19,1018.45,51,9572,72,"70%, ch1 / 72%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:12:20
14.8,75,1015.19,1018.45,51,9572,72,"70%, ch1 / 72%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:12:36
14.8,75,1015.24,1018.49,51,3762,70,"68%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:12:54
14.8,75,1015.24,1018.49,51,3762,70,"68%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:13:10
14.8,75,1015.24,1018.49,50,2102,74,"68%, ch1 / 74%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:13:26
14.8,75,1015.27,1018.52,50,2102,74,"68%, ch1 / 74%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:13:42
14.8,75,1015.27,1018.52,50,2102,74,"68%, ch1 / 74%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:13:59
14.8,75,1015.27,1018.52,50,2102,74,"68%, ch1 / 74%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:14:16
14.8,75,1015.27,1018.52,50,2102,74,"68%, ch1 / 74%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:14:32
14.8,75,1015.29,1018.54,50,2130,74,"68%, ch1 / 74%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:14:49
14.8,75,1015.29,1018.54,50,2130,74,"68%, ch1 / 74%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:15:05
14.8,75,1015.25,1018.51,53,2121,74,"68%, ch1 / 74%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:15:21
14.8,75,1015.25,1018.51,53,2112,74,"72%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:15:38
14.8,75,1015.3,1018.56,49,2112,74,"72%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:15:54
14.8,75,1015.3,1018.56,49,2112,74,"72%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:16:10
14.8,75,1015.3,1018.56,49,2112,74,"72%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:16:27
14.8,75,1015.3,1018.56,49,2112,74,"72%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:16:44
14.8,75,1015.3,1018.56,49,2112,74,"72%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:17:02
14.8,75,1015.3,1018.56,49,2112,74,"72%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:17:19
14.8,75,1015.3,1018.56,49,2112,74,"72%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:17:36
14.8,75,1015.3,1018.56,49,2112,74,"72%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:17:52
14.8,75,1015.3,1018.56,49,2112,74,"72%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:18:09
14.8,75,1015.3,1018.56,49,2112,74,"72%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:18:25
14.8,75,1015.3,1018.56,49,2112,74,"72%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:18:42
14.8,75,1015.3,1018.56,49,2112,74,"72%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:18:58
14.8,75,1015.3,1018.56,49,2112,74,"72%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:19:15
14.8,75,1015.3,1018.56,49,2112,74,"72%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:19:31
14.8,75,1015.3,1018.56,49,2112,74,"72%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:19:49
14.8,75,1015.3,1018.56,49,2112,74,"72%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:20:06
14.8,75,1015.3,1018.56,49,2112,74,"72%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:20:22
14.8,75,1015.3,1018.56,49,2112,74,"72%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:20:38
14.8,76,1015.47,1018.73,50,9882,74,"66%, ch1 / 74%, ch4","74%, ch4 / 100%, ch4",100,2024-07-11 03:20:55
14.8,76,1015.47,1018.73,50,9882,74,"66%, ch1 / 74%, ch4","74%, ch4 / 100%, ch4",100,2024-07-11 03:21:11
14.8,76,1015.47,1018.73,50,9882,74,"66%, ch1 / 74%, ch4","74%, ch4 / 100%, ch4",100,2024-07-11 03:21:29
14.8,76,1015.47,1018.73,50,9882,74,"66%, ch1 / 74%, ch4","74%, ch4 / 100%, ch4",100,2024-07-11 03:21:45
14.8,76,1015.47,1018.73,50,9882,74,"66%, ch1 / 74%, ch4","74%, ch4 / 100%, ch4",100,2024-07-11 03:22:03
14.8,76,1015.47,1018.73,50,9882,74,"66%, ch1 / 74%, ch4","74%, ch4 / 100%, ch4",100,2024-07-11 03:22:19
14.8,76,1015.47,1018.73,50,9882,74,"66%, ch1 / 74%, ch4","74%, ch4 / 100%, ch4",100,2024-07-11 03:22:36
14.8,76,1015.34,1018.6,52,2122,74,"66%, ch1 / 74%, ch4","74%, ch4 / 100%, ch4",100,2024-07-11 03:22:51
14.8,76,1015.34,1018.6,52,2122,74,"66%, ch1 / 74%, ch4","74%, ch4 / 100%, ch4",100,2024-07-11 03:23:08
14.8,75,1015.3,1018.55,49,2120,70,"64%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:23:25
14.8,75,1015.3,1018.55,49,2120,70,"64%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:23:42
14.8,75,1015.4,1018.65,50,2138,72,"68%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:23:59
14.8,76,1015.4,1018.65,50,2138,72,"68%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:24:16
14.8,76,1015.4,1018.65,50,2138,72,"68%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:24:32
14.8,76,1015.4,1018.65,50,2138,72,"68%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:24:48
14.8,76,1015.41,1018.66,45,4165,72,"68%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:25:04
14.8,76,1015.41,1018.66,45,4165,72,"68%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:25:21
14.8,76,1015.42,1018.67,48,27294,70,"66%, ch1 / 70%, ch4","68%, ch1 / 100%, ch4",100,2024-07-11 03:25:38
14.8,76,1015.42,1018.67,48,27294,70,"66%, ch1 / 70%, ch4","68%, ch1 / 100%, ch4",100,2024-07-11 03:25:54
14.8,76,1015.42,1018.67,48,27294,70,"66%, ch1 / 70%, ch4","68%, ch1 / 100%, ch4",100,2024-07-11 03:26:11
14.8,76,1015.34,1018.59,48,4214,70,"66%, ch1 / 70%, ch4","68%, ch1 / 100%, ch4",100,2024-07-11 03:26:28
14.8,76,1015.34,1018.59,48,4214,70,"66%, ch1 / 70%, ch4","68%, ch1 / 100%, ch4",100,2024-07-11 03:26:44
14.8,76,1015.4,1018.65,49,2100,72,"64%, ch1 / 72%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:27:00
14.8,76,1015.4,1018.65,49,2100,72,"64%, ch1 / 72%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:27:17
14.8,76,1015.4,1018.66,48,2111,72,"66%, ch1 / 72%, ch4","72%, ch1 / 86%, ch4",86,2024-07-11 03:27:35
14.8,76,1015.4,1018.66,48,2111,72,"66%, ch1 / 72%, ch4","72%, ch1 / 86%, ch4",86,2024-07-11 03:27:51
14.8,76,1015.43,1018.69,49,2139,72,"66%, ch1 / 72%, ch4","72%, ch1 / 86%, ch4",86,2024-07-11 03:28:09
14.8,76,1015.43,1018.69,49,2139,72,"66%, ch1 / 72%, ch4","72%, ch1 / 86%, ch4",86,2024-07-11 03:28:26
14.8,76,1015.43,1018.69,49,2139,72,"66%, ch1 / 72%, ch4","72%, ch1 / 86%, ch4",86,2024-07-11 03:28:43
14.8,76,1015.43,1018.69,48,2111,72,"68%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:28:59
14.8,76,1015.4,1018.66,48,2111,72,"68%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:29:16
14.8,76,1015.4,1018.67,46,2091,72,"68%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:29:34
14.8,76,1015.41,1018.67,46,2091,72,"68%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:29:50
14.8,76,1015.41,1018.67,46,2091,72,"68%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:30:06
14.8,76,1015.41,1018.66,48,9539,70,"72%, ch4 / 70%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:30:23
14.8,76,1015.41,1018.66,48,9539,70,"72%, ch4 / 70%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:30:39
14.8,76,1015.45,1018.71,46,2111,70,"68%, ch1 / 70%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:30:57
14.8,76,1015.45,1018.71,46,2111,70,"68%, ch1 / 70%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:31:14
14.8,76,1015.43,1018.69,49,2104,72,"66%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:31:31
14.8,76,1015.43,1018.69,49,2104,72,"66%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:31:47
14.8,76,1015.42,1018.68,49,2148,70,"66%, ch1 / 70%, ch4","72%, ch1 / 82%, ch4",82,2024-07-11 03:32:03
14.8,76,1015.42,1018.68,49,2148,70,"66%, ch1 / 70%, ch4","72%, ch1 / 82%, ch4",82,2024-07-11 03:32:21
14.8,76,1015.42,1018.68,49,2148,70,"66%, ch1 / 70%, ch4","72%, ch1 / 82%, ch4",82,2024-07-11 03:32:38
14.8,76,1015.36,1018.62,49,2142,70,"66%, ch1 / 70%, ch4","72%, ch1 / 82%, ch4",82,2024-07-11 03:32:55
14.8,76,1015.36,1018.62,49,2142,70,"66%, ch1 / 70%, ch4","72%, ch1 / 82%, ch4",82,2024-07-11 03:33:11
14.8,76,1015.36,1018.62,49,2142,70,"66%, ch1 / 70%, ch4","72%, ch1 / 82%, ch4",82,2024-07-11 03:33:27
14.8,76,1015.32,1018.57,45,2111,72,"70%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:33:44
14.8,76,1015.32,1018.57,45,2111,72,"70%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:34:01
14.8,76,1015.38,1018.63,49,2111,74,"68%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:34:17
14.8,76,1015.38,1018.63,49,2111,74,"68%, ch1 / 74%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:34:33
14.8,76,1015.33,1018.59,46,2102,74,"68%, ch4 / 74%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:34:50
14.8,76,1015.33,1018.59,46,2102,74,"68%, ch4 / 74%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:35:06
14.8,76,1015.31,1018.56,48,9579,68,"68%, ch4 / 68%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:35:22
14.8,76,1015.31,1018.56,48,9579,68,"68%, ch4 / 68%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:35:39
14.8,76,1015.35,1018.61,48,2100,72,"66%, ch1 / 72%, ch4","68%, ch1 / 100%, ch4",100,2024-07-11 03:35:55
14.8,76,1015.35,1018.61,48,2100,72,"66%, ch1 / 72%, ch4","68%, ch1 / 100%, ch4",100,2024-07-11 03:36:12
14.8,76,1015.38,1018.63,49,2091,70,"70%, ch1 / 70%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:36:28
14.8,76,1015.38,1018.63,49,2091,70,"70%, ch1 / 70%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:36:46
14.8,75,1015.4,1018.65,48,2109,70,"66%, ch1 / 70%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:37:02
14.8,75,1015.4,1018.65,48,2109,70,"66%, ch1 / 70%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:37:18
14.8,75,1015.4,1018.65,48,2109,70,"66%, ch1 / 70%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:37:34
14.8,76,1015.3,1018.56,46,16226,70,"66%, ch1 / 70%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:37:51
14.8,76,1015.3,1018.56,46,16226,70,"66%, ch1 / 70%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:38:08
14.8,76,1015.45,1018.71,46,2089,70,"68%, ch1 / 70%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:38:26
14.8,76,1015.45,1018.71,46,2089,70,"68%, ch1 / 70%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:38:42
14.8,76,1015.45,1018.71,46,2100,72,"72%, ch4 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:39:00
